TRDD2-201	TRDD2
TTC12-212	TTC12
TTC12-202	TTC12
TTC12-205	TTC12
TTC12-214	TTC12
TTC12-210	TTC12
TTC12-217	TTC12
TTC12-206	TTC12
TTC12-201	TTC12
SAMD1-202	SAMD1
SAMD1-201	SAMD1
PAPD7-201	TENT4A
PAPD7-206	TENT4A
PAPD7-207	TENT4A
AC139530.2-201	AC139530.3
MRPL12-201	MRPL12
ZC3H11A-205	ZC3H11A
ZC3H11A-206	ZC3H11A
ZC3H11A-202	ZC3H11A
ZC3H11A-213	ZC3H11A
ZC3H11A-204	ZC3H11A
ZC3H11A-214	ZC3H11A
ZC3H11A-203	ZC3H11A
ZC3H11A-201	ZC3H11A
ZC3H11A-212	ZC3H11A
C14orf177-201	C14orf177
FXYD6-201	FXYD6
FXYD6-207	FXYD6
FXYD6-204	FXYD6
FXYD6-202	FXYD6
FXYD6-217	FXYD6
FXYD6-208	FXYD6
FXYD6-209	FXYD6
FXYD6-203	FXYD6
FXYD6-216	FXYD6
FXYD6-211	FXYD6
MYH14-208	MYH14
MYH14-209	MYH14
MYH14-210	MYH14
MYH14-206	MYH14
MYH14-203	MYH14
MYH14-202	MYH14
MYH14-201	MYH14
MYH14-204	MYH14
MYBPH-201	MYBPH
MYBPH-202	MYBPH
SPRED3-204	SPRED3
SPRED3-202	SPRED3
SPRED3-206	SPRED3
SPRED3-201	SPRED3
SPRED3-203	SPRED3
SNAPC4-201	SNAPC4
SNAPC4-202	SNAPC4
ASB7-201	ASB7
ASB7-203	ASB7
ASB7-202	ASB7
NUP88-212	NUP88
NUP88-207	NUP88
NUP88-201	NUP88
NUP88-205	NUP88
NUP88-204	NUP88
PID1-202	PID1
PID1-204	PID1
PID1-203	PID1
PID1-201	PID1
PID1-206	PID1
CCDC85B-201	CCDC85B
CD34-201	CD34
CD34-203	CD34
CD34-202	CD34
BACE1-201	BACE1
BACE1-202	BACE1
BACE1-211	BACE1
BACE1-207	BACE1
BACE1-203	BACE1
BACE1-209	BACE1
BACE1-204	BACE1
BACE1-208	BACE1
BACE1-205	BACE1
MT-ND1-201	MT-ND1
MT-ND2-201	MT-ND2
MT-CO1-201	MT-CO1
MT-CO2-201	MT-CO2
LMOD1-201	LMOD1
LMOD1-202	LMOD1
IRX1-201	IRX1
MT-ATP8-201	MT-ATP8
AKAP2-203	AKAP2
AKAP2-202	AKAP2
AKAP2-208	AKAP2
AKAP2-205	AKAP2
AKAP2-201	AKAP2
MT-ATP6-201	MT-ATP6
APOM-220	APOM
APOM-219	APOM
APOM-221	APOM
AC008758.5-201	AC008758.5
MT-CO3-201	MT-CO3
RHBDF2-201	RHBDF2
RHBDF2-215	RHBDF2
RHBDF2-213	RHBDF2
RHBDF2-216	RHBDF2
RHBDF2-203	RHBDF2
RHBDF2-205	RHBDF2
RHBDF2-212	RHBDF2
RHBDF2-214	RHBDF2
RHBDF2-202	RHBDF2
RHBDF2-210	RHBDF2
RHBDF2-209	RHBDF2
RHBDF2-208	RHBDF2
RHBDF2-211	RHBDF2
MT-ND3-201	MT-ND3
MT-ND4L-201	MT-ND4L
PRG3-201	PRG3
SLC5A9-202	SLC5A9
SLC5A9-210	SLC5A9
SLC5A9-203	SLC5A9
SLC5A9-201	SLC5A9
SLC5A9-204	SLC5A9
SLC5A9-209	SLC5A9
MT-ND4-201	MT-ND4
SLC23A1-202	SLC23A1
SLC23A1-201	SLC23A1
SLC23A1-205	SLC23A1
SLC23A1-207	SLC23A1
MT-ND5-201	MT-ND5
MT-ND6-201	MT-ND6
WASHC2A-205	WASHC2A
WASHC2A-201	WASHC2A
WASHC2A-206	WASHC2A
WASHC2A-202	WASHC2A
WASHC2A-203	WASHC2A
WASHC2A-204	WASHC2A
WASHC2A-209	WASHC2A
MT-CYB-201	MT-CYB
CD53-201	CD53
NID1-202	NID1
NID1-201	NID1
MEGF9-201	MEGF9
SCRT2-201	SCRT2
AGAP6-201	AGAP6
UBASH3A-208	UBASH3A
UBASH3A-201	UBASH3A
UBASH3A-207	UBASH3A
UBASH3A-209	UBASH3A
UBASH3A-206	UBASH3A
UBASH3A-202	UBASH3A
UBASH3A-203	UBASH3A
UBASH3A-204	UBASH3A
FLYWCH2-202	FLYWCH2
FLYWCH2-201	FLYWCH2
FLYWCH2-205	FLYWCH2
FLYWCH2-203	FLYWCH2
PET100-202	PET100
PET100-201	PET100
PET100-205	PET100
PET100-203	PET100
SCGB2B2-203	SCGB2B2
SCGB2B2-201	SCGB2B2
PLPPR3-201	PLPPR3
PLPPR3-204	PLPPR3
PLPPR3-202	PLPPR3
PLPPR3-203	PLPPR3
MEIG1-201	MEIG1
MEIG1-202	MEIG1
EXOC3L1-201	EXOC3L1
EXOC3L1-202	EXOC3L1
EXOC3L1-206	EXOC3L1
EXOC3L1-205	EXOC3L1
EXOC3L1-207	EXOC3L1
PLEKHG7-201	C12orf74
PLEKHG7-202	C12orf74
PLEKHG7-203	C12orf74
CD46-205	CD46
CD46-203	CD46
CD46-202	CD46
CD46-208	CD46
CD46-207	CD46
CD46-204	CD46
CD46-201	CD46
CD46-209	CD46
CD46-206	CD46
CD46-214	CD46
CD46-210	CD46
MSH3-201	MSH3
MECR-202	MECR
MECR-201	MECR
MECR-205	MECR
CYP11A1-202	CYP11A1
CYP11A1-201	CYP11A1
CYP11A1-204	CYP11A1
CYP11A1-209	CYP11A1
CYP11A1-205	CYP11A1
CYP11A1-210	CYP11A1
CYP11A1-203	CYP11A1
C11orf88-202	C11orf88
C11orf88-203	C11orf88
C11orf88-201	C11orf88
C11orf88-204	C11orf88
BTG4-201	BTG4
BTG4-203	BTG4
BTG4-202	BTG4
MVB12B-201	MVB12B
MVB12B-206	MVB12B
MVB12B-202	MVB12B
CLSTN2-201	CLSTN2
TOX2-201	TOX2
TOX2-205	TOX2
TOX2-203	TOX2
TOX2-202	TOX2
TOX2-204	TOX2
UBA3-203	UBA3
UBA3-202	UBA3
UBA3-201	UBA3
UBA3-205	UBA3
UBA3-208	UBA3
UBA3-212	UBA3
UBA3-213	UBA3
TOX-201	TOX
FOXN3-217	FOXN3
FOXN3-202	FOXN3
FOXN3-214	FOXN3
FOXN3-209	FOXN3
FOXN3-204	FOXN3
FOXN3-218	FOXN3
FOXN3-203	FOXN3
FOXN3-213	FOXN3
FOXN3-206	FOXN3
FOXN3-211	FOXN3
FOXN3-208	FOXN3
FOXN3-205	FOXN3
FOXN3-201	FOXN3
FOXN3-219	FOXN3
SLC36A1-206	SLC36A1
SLC36A1-207	SLC36A1
SLC36A1-202	SLC36A1
SLC36A1-201	SLC36A1
SLC36A1-204	SLC36A1
SLC36A1-209	SLC36A1
SLC36A1-205	SLC36A1
SLC36A1-203	SLC36A1
SLC36A1-210	SLC36A1
SLC36A1-211	SLC36A1
AL049844.1-201	AL049844.1
C8B-201	C8B
C8B-205	C8B
C8B-206	C8B
KCNJ11-201	KCNJ11
KCNJ11-204	KCNJ11
KCNJ11-203	KCNJ11
KCNJ11-205	KCNJ11
ODF1-201	ODF1
ODF1-202	ODF1
TOM1-219	TOM1
TOM1-218	TOM1
TOM1-212	TOM1
TOM1-210	TOM1
TOM1-203	TOM1
TOM1-207	TOM1
TOM1-205	TOM1
TOM1-202	TOM1
TOM1-211	TOM1
TOM1-208	TOM1
TOM1-209	TOM1
TOM1-204	TOM1
TOM1-206	TOM1
TOM1-201	TOM1
CSAG3-201	CSAG3
CSAG3-203	CSAG3
MTCP1-205	MTCP1
MTCP1-202	MTCP1
MTCP1-201	MTCP1
UBQLN4-201	UBQLN4
ZNF529-202	ZNF529
ZNF529-208	ZNF529
ZNF529-201	ZNF529
ZNF529-209	ZNF529
ZNF529-205	ZNF529
ZNF529-204	ZNF529
ZNF529-203	ZNF529
EXOSC7-201	EXOSC7
TRIM34-204	TRIM34
TRIM34-201	TRIM34
GNGT2-202	GNGT2
GNGT2-204	GNGT2
GNGT2-201	GNGT2
GNGT2-206	GNGT2
GNGT2-203	GNGT2
GNGT2-205	GNGT2
B3GALNT2-202	B3GALNT2
B3GALNT2-207	B3GALNT2
B3GALNT2-201	B3GALNT2
AC244517.10-201	AC244517.10
AL672043.1-201	P3R3URF
SPATC1L-202	SPATC1L
SPATC1L-201	SPATC1L
PIK3R3-201	PIK3R3
PIK3R3-202	PIK3R3
PIK3R3-204	PIK3R3
PIK3R3-205	PIK3R3
PIK3R3-203	PIK3R3
NOVA2-201	NOVA2
NOVA2-202	NOVA2
HBD-201	HBD
HBD-202	HBD
HBD-203	HBD
HBD-204	HBD
EFNA2-201	EFNA2
HLA-F-279	HLA-F
HLA-F-282	HLA-F
HLA-F-281	HLA-F
HLA-F-277	HLA-F
HLA-F-278	HLA-F
HLA-F-280	HLA-F
HLA-F-291	HLA-F
SCT-202	SCT
ISX-202	ISX
ISX-201	ISX
LTB-217	LTB
HSPA12A-201	HSPA12A
HSPA12A-205	HSPA12A
HSPA12A-203	HSPA12A
HSPA12A-202	HSPA12A
GOLGA8F-209	GOLGA8F
GOLGA8F-210	GOLGA8F
XRCC4-202	XRCC4
XRCC4-203	XRCC4
XRCC4-205	XRCC4
XRCC4-201	XRCC4
SLC22A31-201	SLC22A31
SLC22A31-206	SLC22A31
CACFD1-201	CACFD1
CACFD1-202	CACFD1
CACFD1-203	CACFD1
CACFD1-207	CACFD1
CACFD1-206	CACFD1
CYB5RL-201	CYB5RL
CYB5RL-202	CYB5RL
CYB5RL-203	CYB5RL
CYB5RL-208	CYB5RL
CYB5RL-209	CYB5RL
CYB5RL-206	CYB5RL
CYB5RL-207	CYB5RL
CCNJL-203	CCNJL
CCNJL-201	CCNJL
CCNJL-205	CCNJL
CCNJL-206	CCNJL
CCNJL-208	CCNJL
KRTAP4-7-201	KRTAP4-7
KRTAP4-7-202	KRTAP4-7
ARMC5-202	ARMC5
ARMC5-203	ARMC5
ARMC5-205	ARMC5
ARMC5-207	ARMC5
ARMC5-206	ARMC5
ARMC5-201	ARMC5
ARMC5-204	ARMC5
EXOC1L-202	EXOC1L
EXOC1L-201	EXOC1L
AL357673.1-201	AL357673.1
AL357673.1-203	AL357673.1
OR4D5-201	OR4D5
SSH2-201	SSH2
SSH2-206	SSH2
SSH2-204	SSH2
SSH2-208	SSH2
SSH2-212	SSH2
SSH2-210	SSH2
SSH2-211	SSH2
SSH2-209	SSH2
TMEM61-201	TMEM61
AC007040.2-202	AC007040.2
AC007040.2-201	AC007040.2
PCDHA3-201	PCDHA3
PCDHA3-202	PCDHA3
ADAMTS13-205	ADAMTS13
ADAMTS13-204	ADAMTS13
ADAMTS13-203	ADAMTS13
ADAMTS13-207	ADAMTS13
ADAMTS13-202	ADAMTS13
ADAMTS13-201	ADAMTS13
ADAMTS13-209	ADAMTS13
ADAMTS13-206	ADAMTS13
WDHD1-205	WDHD1
WDHD1-202	WDHD1
WDHD1-203	WDHD1
WDHD1-201	WDHD1
APOM-202	APOM
APOM-203	APOM
APOM-201	APOM
DPP3-208	DPP3
DPP3-207	DPP3
DPP3-212	DPP3
DPP3-205	DPP3
DPP3-203	DPP3
DPP3-210	DPP3
DPP3-215	DPP3
DPP3-211	DPP3
DPP3-209	DPP3
ZNF573-217	ZNF573
ZNF573-216	ZNF573
ZNF573-210	ZNF573
ZNF573-204	ZNF573
ZNF573-206	ZNF573
ZNF573-209	ZNF573
ZNF573-203	ZNF573
ZNF573-219	ZNF573
ZNF573-213	ZNF573
ZNF573-202	ZNF573
ZNF573-201	ZNF573
ZNF573-208	ZNF573
RPLP1-201	RPLP1
RPLP1-202	RPLP1
RPLP1-205	RPLP1
PKN3-201	PKN3
FAIM-201	FAIM
FAIM-202	FAIM
FAIM-204	FAIM
FAIM-203	FAIM
FAIM-205	FAIM
FAIM-208	FAIM
SYN3-202	SYN3
SYN3-204	SYN3
SYN3-203	SYN3
SYN3-213	SYN3
SYN3-201	SYN3
PPP1R15A-201	PPP1R15A
PPP1R15A-202	PPP1R15A
AP002748.4-201	AP002748.4
TIMP3-201	TIMP3
ZNF600-201	ZNF600
IRGM-202	IRGM
IRGM-201	IRGM
POLRMT-202	POLRMT
POLRMT-204	POLRMT
POLRMT-205	POLRMT
POLRMT-208	POLRMT
FBXO30-201	FBXO30
UBE2L3-201	UBE2L3
UBE2L3-204	UBE2L3
UBE2L3-202	UBE2L3
RIMBP3C-201	RIMBP3C
RIMBP3C-202	RIMBP3C
EPB41L1-201	EPB41L1
EPB41L1-210	EPB41L1
EPB41L1-207	EPB41L1
EPB41L1-209	EPB41L1
EPB41L1-206	EPB41L1
EPB41L1-218	EPB41L1
EPB41L1-215	EPB41L1
EPB41L1-213	EPB41L1
EPB41L1-208	EPB41L1
EPB41L1-204	EPB41L1
EPB41L1-202	EPB41L1
EPB41L1-203	EPB41L1
EPB41L1-214	EPB41L1
EPB41L1-216	EPB41L1
EPB41L1-219	EPB41L1
EPB41L1-211	EPB41L1
EPB41L1-212	EPB41L1
EPB41L1-205	EPB41L1
GNPTG-201	GNPTG
GNPTG-202	GNPTG
GNPTG-206	GNPTG
GNPTG-204	GNPTG
GNPTG-207	GNPTG
FLOT1-225	FLOT1
FLOT1-231	FLOT1
FLOT1-228	FLOT1
FLOT1-230	FLOT1
FLOT1-229	FLOT1
FLOT1-226	FLOT1
FLOT1-227	FLOT1
ASNS-203	ASNS
ASNS-213	ASNS
ASNS-206	ASNS
ASNS-202	ASNS
ASNS-205	ASNS
ASNS-214	ASNS
ASNS-209	ASNS
ASNS-208	ASNS
ASNS-207	ASNS
ASNS-210	ASNS
ASNS-212	ASNS
ASNS-211	ASNS
ASNS-204	ASNS
ASNS-201	ASNS
ZBTB40-203	ZBTB40
ZBTB40-202	ZBTB40
ZBTB40-204	ZBTB40
ZBTB40-201	ZBTB40
LILRA2-224	LILRA2
LILRA2-227	LILRA2
LILRA2-228	LILRA2
LILRA2-229	LILRA2
LILRA2-230	LILRA2
KIR3DL3-201	KIR3DL3
HCN2-201	HCN2
AP000350.12-201	AP000350.12
TRPV4-202	TRPV4
TRPV4-201	TRPV4
TRPV4-206	TRPV4
TRPV4-208	TRPV4
TRPV4-205	TRPV4
TRPV4-207	TRPV4
TRPV4-204	TRPV4
ZNF502-203	ZNF502
ZNF502-201	ZNF502
ZNF502-202	ZNF502
ZNF502-204	ZNF502
FGF21-202	FGF21
FGF21-201	FGF21
FUT1-201	FUT1
PTPN21-208	AL162171.1
PTPN21-203	AL162171.1
PTPN21-202	AL162171.1
PTPN21-207	AL162171.1
PTPN21-201	AL162171.1
RSBN1-201	RSBN1
RSBN1-203	RSBN1
RSBN1-205	RSBN1
RSBN1-204	RSBN1
RSBN1-206	RSBN1
SLC37A4-217	SLC37A4
SLC37A4-202	SLC37A4
SLC37A4-201	SLC37A4
SLC37A4-216	SLC37A4
CLN8-217	CLN8
CLN8-215	CLN8
CLN8-220	CLN8
LCN2-203	LCN2
LCN2-201	LCN2
LCN2-202	LCN2
RPS24-202	RPS24
RPS24-201	RPS24
RPS24-204	RPS24
RPS24-214	RPS24
RPS24-203	RPS24
DPP8-203	DPP8
DPP8-204	DPP8
DPP8-201	DPP8
DPP8-202	DPP8
DPP8-209	DPP8
DPP8-210	DPP8
DPP8-205	DPP8
DPP8-208	DPP8
DPP8-211	DPP8
DPP8-207	DPP8
DPP8-214	DPP8
DPP8-216	DPP8
CDC42EP5-204	CDC42EP5
CDC42EP5-203	CDC42EP5
CGAS-202	CGAS
CGAS-201	CGAS
MAP10-201	MAP10
SMARCE1-202	SMARCE1
SMARCE1-214	SMARCE1
SMARCE1-205	SMARCE1
SMARCE1-203	SMARCE1
SMARCE1-213	SMARCE1
SMARCE1-216	SMARCE1
SMARCE1-204	SMARCE1
SMARCE1-201	SMARCE1
SMARCE1-206	SMARCE1
SMARCE1-209	SMARCE1
SMARCE1-217	SMARCE1
SMARCE1-212	SMARCE1
SMARCE1-210	SMARCE1
SMARCE1-218	SMARCE1
SMARCE1-208	SMARCE1
AC073508.2-201	AC073508.2
OR2F2-201	OR2F2
RRP8-201	RRP8
RRP8-205	RRP8
RRP8-204	RRP8
RRP8-203	RRP8
IFT22-202	IFT22
IFT22-210	IFT22
IFT22-201	IFT22
IFT22-209	IFT22
IFT22-204	IFT22
IFT22-203	IFT22
IFT22-211	IFT22
GALC-209	GALC
GALC-201	GALC
GALC-206	GALC
GALC-203	GALC
GALC-202	GALC
GALC-210	GALC
GALC-214	GALC
GALC-216	GALC
GALC-207	GALC
GALC-213	GALC
FAM102A-203	FAM102A
FAM102A-202	FAM102A
LTB-223	LTB
SURF6-201	SURF6
BICD2-201	BICD2
BICD2-202	BICD2
CSNK1G2-201	CSNK1G2
CSNK1G2-209	CSNK1G2
CSNK1G2-204	CSNK1G2
CSNK1G2-205	CSNK1G2
CSNK1G2-208	CSNK1G2
CSNK1G2-203	CSNK1G2
CSNK1G2-211	CSNK1G2
CSNK1G2-202	CSNK1G2
TLX1-201	TLX1
TLX1-203	TLX1
TLX1-202	TLX1
CSHL1-210	CSHL1
CSHL1-201	CSHL1
CSHL1-205	CSHL1
CSHL1-203	CSHL1
CSHL1-206	CSHL1
CSHL1-202	CSHL1
CSHL1-204	CSHL1
RAPGEFL1-202	RAPGEFL1
RAPGEFL1-208	RAPGEFL1
RAPGEFL1-209	RAPGEFL1
RAPGEFL1-201	RAPGEFL1
RAPGEFL1-205	RAPGEFL1
RAPGEFL1-207	RAPGEFL1
RAPGEFL1-206	RAPGEFL1
RAPGEFL1-212	RAPGEFL1
GSTM3-202	GSTM3
GSTM3-201	GSTM3
GSTM3-206	GSTM3
KIR2DS1-205	KIR2DS1
GU182339.3-201	KIR2DL5B
PPIL1-201	PPIL1
KIR2DS3-203	KIR2DS3
RING1-203	RING1
DCAF6-203	DCAF6
DCAF6-208	DCAF6
DCAF6-201	DCAF6
DCAF6-202	DCAF6
DCAF6-204	DCAF6
AGER-294	AGER
AGER-292	AGER
AGER-295	AGER
AGER-291	AGER
AGER-293	AGER
AGER-304	AGER
AGER-300	AGER
AGER-303	AGER
AGER-301	AGER
AGER-302	AGER
AGER-305	AGER
CBLN3-201	CBLN3
CBLN3-202	CBLN3
NCR1-257	NCR1
PHTF1-202	PHTF1
PHTF1-203	PHTF1
PHTF1-204	PHTF1
PHTF1-201	PHTF1
PHTF1-206	PHTF1
PHTF1-207	PHTF1
PHTF1-205	PHTF1
SIGLEC5-201	SIGLEC5
ALDH3A1-207	ALDH3A1
ALDH3A1-202	ALDH3A1
ALDH3A1-212	ALDH3A1
ALDH3A1-201	ALDH3A1
ALDH3A1-206	ALDH3A1
ALDH3A1-204	ALDH3A1
ALDH3A1-203	ALDH3A1
ALDH3A1-215	ALDH3A1
ALDH3A1-214	ALDH3A1
ALDH3A1-213	ALDH3A1
ALDH3A1-205	ALDH3A1
PIP4K2B-204	PIP4K2B
PIP4K2B-202	PIP4K2B
HLA-DQA1-204	HLA-DQA1
HLA-DQA1-201	HLA-DQA1
HLA-DQA1-203	HLA-DQA1
HLA-DQA1-207	HLA-DQA1
HLA-DQA1-202	HLA-DQA1
HLA-DQA1-206	HLA-DQA1
WDR81-207	WDR81
WDR81-209	WDR81
WDR81-201	WDR81
WDR81-206	WDR81
WDR81-204	WDR81
WDR81-203	WDR81
WDR81-202	WDR81
WDR81-214	WDR81
WDR81-210	WDR81
WDR81-205	WDR81
KCTD15-204	KCTD15
KCTD15-203	KCTD15
KCTD15-205	KCTD15
KCTD15-209	KCTD15
KCTD15-207	KCTD15
KCTD15-201	KCTD15
KCTD15-206	KCTD15
KCTD15-210	KCTD15
KCTD15-202	KCTD15
KCTD15-208	KCTD15
BAG6-341	BAG6
BAG6-346	BAG6
BAG6-330	BAG6
BAG6-337	BAG6
BAG6-350	BAG6
BAG6-335	BAG6
BAG6-348	BAG6
BAG6-349	BAG6
BAG6-344	BAG6
BAG6-332	BAG6
BAG6-336	BAG6
BAG6-333	BAG6
BAG6-331	BAG6
BAG6-339	BAG6
BAG6-342	BAG6
BAG6-334	BAG6
BAG6-340	BAG6
BAG6-347	BAG6
BAG6-343	BAG6
BAG6-329	BAG6
BAG6-338	BAG6
BAG6-345	BAG6
BAG6-360	BAG6
BAG6-361	BAG6
TAS2R10-203	TAS2R10
FUNDC2-201	FUNDC2
FUNDC2-202	FUNDC2
ST3GAL6-214	ST3GAL6
ST3GAL6-203	ST3GAL6
ST3GAL6-208	ST3GAL6
ST3GAL6-217	ST3GAL6
ST3GAL6-226	ST3GAL6
ST3GAL6-218	ST3GAL6
ST3GAL6-227	ST3GAL6
ST3GAL6-210	ST3GAL6
ST3GAL6-207	ST3GAL6
ST3GAL6-216	ST3GAL6
ST3GAL6-224	ST3GAL6
ST3GAL6-222	ST3GAL6
ST3GAL6-211	ST3GAL6
ST3GAL6-215	ST3GAL6
ST3GAL6-201	ST3GAL6
ST3GAL6-202	ST3GAL6
ST3GAL6-228	ST3GAL6
CDC34-201	CDC34
CDC34-202	CDC34
CDC34-207	CDC34
CDC34-205	CDC34
ATP2C2-201	ATP2C2
ATP2C2-202	ATP2C2
ATP2C2-214	ATP2C2
ATP2B3-202	ATP2B3
ATP2B3-204	ATP2B3
ATP2B3-205	ATP2B3
ATP2B3-203	ATP2B3
ATP2B3-201	ATP2B3
HIST2H4B-203	HIST2H4B
HIST2H4B-202	HIST2H4B
HIST2H4B-201	HIST2H4B
RIMS3-202	RIMS3
RIMS3-201	RIMS3
TRIM41-208	TRIM41
TRIM41-202	TRIM41
TRIM41-201	TRIM41
TRIM41-203	TRIM41
TRIM41-206	TRIM41
RAB30-212	RAB30
RAB30-214	RAB30
RAB30-201	RAB30
RAB30-210	RAB30
RAB30-205	RAB30
RAB30-208	RAB30
RAB30-215	RAB30
RAB30-203	RAB30
RAB30-209	RAB30
RAB30-202	RAB30
RAB30-204	RAB30
RAB30-213	RAB30
RAB30-207	RAB30
RAB30-211	RAB30
RAB30-206	RAB30
RAB30-216	RAB30
SLC39A14-203	SLC39A14
SLC39A14-209	SLC39A14
SLC39A14-201	SLC39A14
SLC39A14-204	SLC39A14
SLC39A14-202	SLC39A14
SLC39A14-212	SLC39A14
SLC39A14-210	SLC39A14
SLC39A14-208	SLC39A14
SLC39A14-211	SLC39A14
SLC39A14-206	SLC39A14
SLC39A14-205	SLC39A14
ZNF660-202	ZNF660
ZNF660-203	ZNF660
ZNF660-201	ZNF660
SOD3-203	SOD3
SOD3-201	SOD3
PAQR5-202	PAQR5
PAQR5-203	PAQR5
PAQR5-205	PAQR5
PAQR5-201	PAQR5
STX7-202	STX7
STX7-201	STX7
CRABP2-203	CRABP2
CRABP2-202	CRABP2
CRABP2-201	CRABP2
CRABP2-204	CRABP2
NOL3-207	AC074143.1
NOL3-203	AC074143.1
NOL3-206	AC074143.1
NOL3-204	AC074143.1
NOL3-209	AC074143.1
NOL3-202	AC074143.1
NOL3-211	AC074143.1
NOL3-205	AC074143.1
NOL3-201	AC074143.1
CCDC65-201	CCDC65
CCDC65-205	CCDC65
CCDC65-203	CCDC65
CCDC65-202	CCDC65
OR2J2-206	OR2J2
ARF3-201	ARF3
ARF3-202	ARF3
ARF3-208	ARF3
ARF3-207	ARF3
ARF3-206	ARF3
ARF3-210	ARF3
FAM217A-201	FAM217A
FAM217A-208	FAM217A
FAM217A-207	FAM217A
FAM217A-206	FAM217A
OR11H6-201	OR11H6
VPS52-233	VPS52
VPS52-229	VPS52
AP2B1-204	AP2B1
AP2B1-216	AP2B1
AP2B1-221	AP2B1
AP2B1-220	AP2B1
AP2B1-215	AP2B1
AP2B1-219	AP2B1
AP2B1-206	AP2B1
AP2B1-208	AP2B1
AP2B1-212	AP2B1
AP2B1-211	AP2B1
AP2B1-214	AP2B1
AP2B1-205	AP2B1
AP2B1-213	AP2B1
AP2B1-209	AP2B1
AP2B1-210	AP2B1
AP2B1-203	AP2B1
AP2B1-201	AP2B1
AP2B1-217	AP2B1
AP2B1-222	AP2B1
RPS18-217	RPS18
TNS2-203	TNS2
TNS2-202	TNS2
TNS2-201	TNS2
TNS2-204	TNS2
TNS2-219	TNS2
TNS2-210	TNS2
TNS2-220	TNS2
TNS2-206	TNS2
PTPN9-206	PTPN9
PTPN9-202	PTPN9
PTPN9-201	PTPN9
SNRPG-201	SNRPG
SNRPG-208	SNRPG
SNRPG-204	SNRPG
SNRPG-205	SNRPG
SNRPG-202	SNRPG
SNRPG-206	SNRPG
MAPK8-210	MAPK8
MAPK8-209	MAPK8
MAPK8-206	MAPK8
MAPK8-208	MAPK8
MAPK8-205	MAPK8
MAPK8-204	MAPK8
MAPK8-203	MAPK8
MAPK8-207	MAPK8
MAPK8-201	MAPK8
CHST15-201	CHST15
CHST15-205	CHST15
CHST15-203	CHST15
CHST15-202	CHST15
CRISP2-201	CRISP2
CRISP2-202	CRISP2
CRISP2-203	CRISP2
DEFB115-201	DEFB115
AC008481.3-201	AC008481.3
MVK-206	MVK
MVK-212	MVK
MVK-203	MVK
MVK-208	MVK
MVK-201	MVK
MVK-205	MVK
MVK-211	MVK
MVK-202	MVK
MVK-216	MVK
MVK-215	MVK
MVK-213	MVK
MVK-207	MVK
MVK-214	MVK
MVK-217	MVK
SLAIN1-207	SLAIN1
SLAIN1-213	SLAIN1
SLAIN1-210	SLAIN1
SLAIN1-209	SLAIN1
SLAIN1-216	SLAIN1
SLAIN1-205	SLAIN1
SLAIN1-201	SLAIN1
SLAIN1-208	SLAIN1
SLAIN1-211	SLAIN1
SLAIN1-217	SLAIN1
SLAIN1-214	SLAIN1
SLAIN1-215	SLAIN1
SLAIN1-204	SLAIN1
SLAIN1-206	SLAIN1
SLAIN1-202	SLAIN1
SLAIN1-203	SLAIN1
FP565260.6-201	GATD3B
FP565260.6-202	GATD3B
FP565260.6-203	GATD3B
FP565260.6-204	GATD3B
FP565260.6-205	GATD3B
FP565260.6-207	GATD3B
FP565260.6-208	GATD3B
SHISA9-203	SHISA9
SHISA9-201	SHISA9
SHISA9-205	SHISA9
RAB39B-201	RAB39B
C1orf54-203	C1orf54
C1orf54-202	C1orf54
C1orf54-201	C1orf54
OR5T2-201	OR5T2
CT45A3-202	CT45A3
CT45A3-201	CT45A3
OR2B3-205	OR2B3
CLIC2-202	CLIC2
CLIC2-201	CLIC2
ZNF653-204	ZNF653
ZNF653-201	ZNF653
ZNF653-203	ZNF653
ZNF653-206	ZNF653
ZNF653-202	ZNF653
CNOT3-229	AC012314.20
CNOT3-231	AC012314.20
CNOT3-230	AC012314.20
TSEN34-211	TSEN34
TSEN34-212	TSEN34
TSEN34-213	TSEN34
OSCAR-212	OSCAR
OSCAR-214	OSCAR
OSCAR-216	OSCAR
OSCAR-215	OSCAR
OSCAR-213	OSCAR
AP006285.3-201	AP006285.3
AP000351.3-201	AP000351.3
AC011043.2-201	AC011043.2
INPP5D-223	INPP5D
INPP5D-227	INPP5D
INPP5D-215	INPP5D
INPP5D-221	INPP5D
INPP5D-224	INPP5D
TSEN34-243	TSEN34
TSEN34-245	TSEN34
TSEN34-244	TSEN34
NLRP7-232	NLRP7
NLRP7-233	NLRP7
NEMF-201	NEMF
NEMF-208	NEMF
NEMF-205	NEMF
NEMF-210	NEMF
KLHDC2-201	KLHDC2
KLHDC2-208	KLHDC2
KLHDC2-206	KLHDC2
KLHDC2-207	KLHDC2
KLHDC2-211	KLHDC2
SLC35A4-201	SLC35A4
SLC35A4-204	SLC35A4
SLC35A4-202	SLC35A4
SLC35A4-203	SLC35A4
APBB3-214	APBB3
APBB3-206	APBB3
APBB3-202	APBB3
APBB3-201	APBB3
APBB3-203	APBB3
APBB3-219	APBB3
APBB3-205	APBB3
APBB3-216	APBB3
APBB3-204	APBB3
NCSTN-201	NCSTN
NCSTN-202	NCSTN
NCSTN-207	NCSTN
NCSTN-203	NCSTN
NCSTN-208	NCSTN
NCSTN-204	NCSTN
